270590;BETAMETASONA, COMPOSIÇÃO:DIPROPIONATO, APRESENTAÇÃO:ASSOCIADA COM BETAMETASONA F;3.7800;4.6679;
302942;CICLOSPORINA, CONCENTRAÇÃO:100 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL;190.0800;164.9912;
343573;BETAISTINA DICLORIDRATO, CONCENTRAÇÃO:24 MG;0.2950;0.5115;
282882;ROSUVASTATINA, COMPOSIÇÃO:CÁLCICA, CONCENTRAÇÃO:20 MG;0.5400;2.5948;
271989;CEFUROXIMA, DOSAGEM:500 MG;4.8050;5.6876;
267638;CLORPROMAZINA, DOSAGEM:100 MG;0.2800;0.3859;
442693;CEFAZOLINA SÓDICA, CONCENTRAÇÃO:1 G, FORMA FARMACEUTICA:PÓ P/ SOLUÇÃO INJETÁVEL;5.2250;6.9666;
272972;FENOXIMETILPENICILINA, COMPOSIÇÃO:POTÁSSICA, CONCENTRAÇÃO:80.000UI/ML, APRESENTA;22.0000;23.2500;
269990;ERITROMICINA, CONCENTRAÇÃO:25 MG/ML, USO:SUSPENSÃO ORAL;6.8800;44.1134;
308882;SULFAMETOXAZOL, COMPOSIÇÃO:ASSOCIADO À TRIMETOPRIMA, CONCENTRAÇÃO:400MG + 80MG;0.1750;0.2407;
273711;NIMESULIDA, DOSAGEM:50 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL - GOTAS;1.7350;2.1907;
404570;CIMENTO DE IONÔMERO DE VIDRO, TIPO:FORRAÇÃO, ATIVAÇÃO:AUTOPOLIMERIZÁVEL, ASPECTO;45.2900;53.4684;
343298;HIPOCLORITO DE SÓDIO, ASPECTO FÍSICO:LÍQUIDO AMARELO ESVERDEADO, CONCENTRAÇÃO:TE;6.4200;6.5867;
459795;REAGENTE PARA DIAGNÓSTICO CLÍNICO 5, TIPO:ANTICOAGULANTE, COMPOSIÇÃO BÁSICA:SOLU;18.2900;37.5950;
429357;APLICADOR ODONTOLÓGICO, APLICAÇÃO:P/ CIMENTO HIDRÓXIDO DE CÁLCIO, MATERIAL:AÇO I;8.4000;11.8760;
271773;BROMAZEPAM, DOSAGEM:3 MG;0.1000;0.1996;
284465;ALPRAZOLAM, DOSAGEM:2 MG;0.1600;0.2747;
268129;LEVOMEPROMAZINA, DOSAGEM:100 MG;0.6800;1.0856;
271356;ALPRAZOLAM, DOSAGEM:1 MG;0.1000;0.2540;
270119;CLONAZEPAM, DOSAGEM:2 MG;0.0540;0.1896;
300498;SUCRALFATO, DOSAGEM:200 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL;3.9850;15.8129;
292399;FITOMENADIONA, DOSAGEM:10 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL;1.9900;5.1109;
268256;GENTAMICINA, DOSAGEM:40 MG/ML, APLICAÇÃO:SOLUÇÃO INJETÁVEL;1.1900;1.6986;
453501;NITROPRUSSETO DE SÓDIO, CONCENTRAÇÃO:25 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁ;18.0700;18.3901;
271003;DICLOFENACO, APRESENTAÇÃO:SAL SÓDICO, DOSAGEM:25MG/ML, USO:SOLUÇÃO INJETÁVEL;0.8610;1.3617;
272198;ETILEFRINA CLORIDRATO, COMPOSIÇÃO:10MG/ML, APRESENTAÇÃO:INJETÁVEL;1.6200;1.9665;
267107;FENITOÍNA SÓDICA, DOSAGEM:50 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL;2.6000;2.7955;
268510;FLUMAZENIL, DOSAGEM:0,1 MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL;7.0000;9.1847;
268214;ATROPINA SULFATO, DOSAGEM:0,25 MG/ML, USO:SOLUÇÃO INJETÁVEL;0.8800;1.3184;
272045;CLOPIDOGREL, DOSAGEM:75 MG;0.3400;0.7380;
267574;CLORETO DE SÓDIO, DOSAGEM:20%, USO:SOLUÇÃO INJETÁVEL;0.3910;0.4500;
300722;FENOBARBITAL SÓDICO, DOSAGEM:200 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;2.4000;2.6955;
266788;NISTATINA, DOSAGEM:25.000 UI/G, APRESENTAÇÃO:CREME VAGINAL;4.2950;5.3360;
274918;RETINOL, COMPOSIÇÃO:ASSOCIADO C/AMINOÁCIDOS+ METIONINA+ CLORANFENICOL, CONCENTRA;10.9800;10.9774;
273150;DEFLAZACORTE, CONCENTRAÇÃO:30 MG;5.2600;5.4934;
272903;CITALOPRAM, DOSAGEM:20 MG;0.1500;0.2232;
271687;ÁCIDO ASCÓRBICO, DOSAGEM:100 MG/ML, TIPO USO:INJETÁVEL;0.8800;1.4935;
363088;VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B1, B2, B5, B6 E PP, FORMA FARMACÊUTI;1.1090;2.3801;
270219;HIDROCORTISONA, PRINCÍPIO ATIVO:500MG, APRESENTAÇÃO:INJETÁVEL;5.3900;6.4463;
270622;ESCOPOLAMINA BUTILBROMETO, APRESENTAÇÃO:ASSOCIADA COM DIPIRONA SÓDICA, DOSAGEM:6;6.5000;6.9534;
268331;IPRATRÓPIO BROMETO, DOSAGEM:0,25 MG/ML, USO:SOLUÇÃO PARA INALAÇÃO;1.0828;1.4027;
272326;NALOXONA CLORIDRATO, DOSAGEM:0,4 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL;6.6300;7.1427;
268994;BUPROPIONA CLORIDRATO, DOSAGEM:150 MG;0.4200;0.5719;
278281;ADENOSINA, DOSAGEM:3 MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL;10.2450;10.6195;
270620;ESCOPOLAMINA BUTILBROMETO, APRESENTAÇÃO:ASSOCIADA COM DIPIRONA SÓDICA, DOSAGEM:1;0.3700;0.7732;
272382;VENLAFAXINA, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:75 MG;0.6400;0.9469;
397598;METFORMINA CLORIDRATO, COMPOSIÇÃO:ASSOCIADA À VILDAGLIPTINA, CONCENTRAÇÃO:850 MG;2.5100;7.7534;
267653;ESPIRONOLACTONA, DOSAGEM:25 MG;0.1720;0.3495;
412966;SIMETICONA, CONCENTRAÇÃO:75 MG/ML, FORMA FARMACÊUTICA:EMULSÃO ORAL - GOTAS;1.5000;1.8589;
452913;BUDESONIDA, CONCENTRAÇÃO:32MCG/DOSE, FORMA FARMACÊUTICA:SUSPENSÃO SPRAY;11.2000;11.8481;
